npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang,latitude,longitude
20200347,SD N MUARA 03,Kp.muara RT 03 RW 02,Cibunian,NEGERI,Pamijahan,Kab. Bogor,dikdas,,
20200463,SD N PASAREAN 02,Kp. Kawakilan Tiga RT 003/003 Desa Pasarean Kec. Pamijahan Kab. Bogor,Pasarean,NEGERI,Pamijahan,Kab. Bogor,dikdas,,
70044475,SDIT BISA BOGOR,JL. KH. ABDUL HAMID RT 006 RW 002,Gunung Sari,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20201561,SDN GUNUNG PICUNG 02,Jln.Raya Gunung Salak Endah,Gunung Picung,NEGERI,Pamijahan,Kab. Bogor,dikdas,,
20200636,SMP AL-IJTIHAD,Jalan Kapten Dasuki Bakri Km.4 Cimayang,Cimayang,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
70015683,SMP ASSIROJ PAMIJAHAN,KH ABDUL HAMID  KP NANGKASARI DUA RT 03/01,Pamijahan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20252988,SMP BINA MANDIRI PAMIJAHAN,Jl.HM.Parta Km.03 Kp. Sukamulya Rt. 03/05,Ciasihan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20230973,SMP FAJRUL ISLAM,Jl.Raya Gunung Salak Endah,Gunung Bunder 1,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20231070,SMP ISLAM PAMBUDI LUHUR,Jl. Gunung Salak Endah,Cibening,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20253577,SMP ISLAM TARBIYATUL HUDA,Jl. K.H. Abdul Hamid KM 07 Kp. Cilengkong Rt 03 / 05,Pamijahan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
70054349,SMP IT AS-SAKINAH,Kp. Cempaka Putih rt 001/006,Cibening,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20231058,SMP IT AT THOHIRIAH,Kp.Mesjid Rt.02/05 Desa Gn Bunder 1 Kec Pamijahan,Pamijahan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
70037194,SMP IT RIYADUL FALAH,KP.LEGOK LEUMEUNG RT.002/007,Gunung Bunder 1,SWASTA,Pamijahan,Kab. Bogor,dikdas,0.0,0.0
69964084,SMP MIFTAHUL HIDAYAH,Jl Raya Gunung Salak Endah Kp Gede Rt 001/002,Gunung Bunder 2,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20231098,SMP MUHAMADIYAH PAMIJAHAN,Jl. Kh Abdul Hamid Km 10,Cibitung Wetan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
69925330,SMP NEGERI 2 PAMIJAHAN,Jl.KAPTEN DASUKI BAKRI KM 6 CIBATOK PAMIJAHAN BOGOR,Gunung Menyan,NEGERI,Pamijahan,Kab. Bogor,dikdas,,
20200638,SMP PGRI CIASMARA,Jl. Kh. Abdul Hamid Km. 15,Ciasmara,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20200711,SMP PGRI GUNUNG PICUNG,Jl. Raya Gunung Salak Endah,Gunung Sari,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20253049,SMPS AL FIKRI,Jl. KH. Abdul Hamid KM. 17 Cipatat RT 02/04,Cibunian,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20254614,SMPS IBNU SINA,Jl. Kapten Dasuki Bakri Desa Cibening,Cibening,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20256681,SMPS ISLAM ADZKIYA,Jl.KH. Abdul Hamid KM 10 Kp. Kaunggading Rt. 01/ 02,Cibitung Kulon,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
60729044,SMPS MAN ANA,KP.SUSUKAN RT 02/02 DS.GUNUNG PICUNG KEC.PAMIJAHAN KAB.BOGOR,Gunung Picung,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
20268776,SMPS MUJAHIDIN,Kp. Koroncong V Rt 003/008 Des. Pamijahan Kec. Pamijahan Kab. Bogor 16810,Pamijahan,SWASTA,Pamijahan,Kab. Bogor,dikdas,,
69976200,AL-QOLAM,KP. DUKUH ILIR RT.003/003,Dukuh,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706713,MIS AL MUNAWAROH,Kp.Cisasak Rt 02/07  Ds.Cijujung,Cijujung,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706707,MIS AULIA,Kp. Jawa RT.02 RW. 02,Situ Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706709,MIS DARUT TAQWA,Kp.Bab.Sukamaju Rt.01 Rw.10 Ds.Situ Udik Kec.Cibungbulang Kab.Bogor,Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706710,MIS MATHLAUL ANWAR CIARUTEUN UDIK,Kp.Ciaruteun Ds.Ciaruteun Udik Rt.02/02,Ciaruten Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706711,MIS MATHLAUL ANWAR CIGOLA,Kp.Cigola RT.02/03 Ds.Ciaruteun Udik,Cibatok 2,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
70056002,MIS NU CINTA RASUL,JL. CIJUJUNG,Cijujung,SWASTA,Cibungbulang,Kab. Bogor,dikdas,0.0,0.0
60706714,MIS NURUL AMIN,kapten Dasuki Bakri,Cibatok 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706717,MIS NURUL FALAH III,Kp.Cisauk Rt.03/Rw.05 Ds.Situ ilir Kec.Cibungbulang Kab.Bogor Kode Pos.16630,Situ Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706718,MIS NURUL HIDAYAH,Kampung Leuweung Kolot RT 001/001 Desa Giri Mulya,Girimulya,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706720,MIS SIROJUSSHIBYAN,Kp.Cibeureum RT 03 / 02,Cibatok 2,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706721,MIS SUNANUL HUDA,Kp.Moyan RT 11/06,Cibatok 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706722,MIS TAMAN BHAKTI,KP. KANDANG BAKTI RT.01/04,Cemplang,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
60706724,MIS YAPEMAS,Kp.Gn.Handeuleum Ds.Situ Udik,Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20280563,MTSS AN-NOOR,Jl.Raya Rajawali  Kp.Cisasak Rt.02/07,Cijujung,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20280570,MTSS AR-ROSUDINIYAH,"Jl. Kh. Abdul Hamid Km 004, Kp Babakan Sukamaju Rt. 01 Rw. 10",Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20280564,MTSS AULIA,Jl. Kh. Abdul Hamid Km 003 Kp. Jawa,Situ Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20280566,MTSS DARUT TAQWA,Jln Kh Abdul Hamid Km 05 Pasar Saptu Rt 05/03,Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20280569,MTSS HIDAYATULLAH,Kp. Moyan Rt 11/06,Cibatok 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20253551,SD AL BASYIR,Jl. Kapten Dasuki Bakri Kp. Cibeureum Rt. 02/06,Cibatok 2,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20254579,SD IT RAHMATAN LIL ALAMIN,Jl. Raya Bogor - Leuwiliang KM. 16 Kp. Cipakel RT 05 RW04,Leuweung Kolot,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20201417,SD N CIARUTEUN UDIK 02,Kp. Layung Sari Rt 03 Rw 06,Ciaruten Udik,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20230466,SD N CIJUJUNG 02,Kp.purwabakti Rt  02 Rw 04,Cijujung,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201779,SD N CIMANGGU 03,Kp. Cimanggu RT 03/RW 01,Cimanggu 1,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201820,SD N DUKUH 03,Kp. Dukuh Tengah Rt.02 Rw.02,Dukuh,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200404,SD N LEUWEUNGKOLOT 02,Jl. Raya cibungbulang KM.16,Leuweung Kolot,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200393,SD N LEUWEUNGKOLOT 07,Kp. Pos Rt.01 Rw.06,Leuweung Kolot,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200243,SD N SITU ILIR 01,Kp. Jawa Rt. 02 Rw. 02,Situ Ilir,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200257,SD N SITU ILIR 02,Kp. Pager Jangkung Rt. 02 / 06,Situ Ilir,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201308,SD NEGERI BATUTULIS,Kp.muara Rt 01/ Rw 05,Ciaruten Ilir,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201406,SD NEGERI CEMPLANG 02,Jl. KH. Umar Kp. Cirangkong RT 15/05,Cemplang,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201017,SD NEGERI CIBATOK 01,Jalan Raya Cibungbulang Km. 18 Bogor,Cimanggu 2,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201019,SD NEGERI CIBATOK 03,Jl. Raya Cibungbulang KM.18,Cimanggu 2,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201156,SD NEGERI CIJUJUNG 04,Kp. Cikupa-Nagrak RT.02/09,Cijujung,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20230479,SD NEGERI CIMANGGU 01,Kp. Ciaruteun Rt 03 RW 08,Cimanggu 1,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201819,SD NEGERI DUKUH 04,Kp. Galuga Rt. 01 Rw. 01,Galuga,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201809,SD NEGERI DUKUH 05,Kp. Cimangir Rt.01 Rw.04,Dukuh,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200389,SD NEGERI LEUWEUNGKOLOT 03,Kp.Pabuaran Lebak Rt 02/06,Girimulya,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200258,SD NEGERI SITU UDIK,Kp. Pasar Saptu Rt. 01/03,Situ Udik,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200858,SD NEGERI WARUNG SAPTU,Kp. Pasar Saptu Rt 05 / 03,Situ Udik,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20201415,SDN CIARUTEUN ILIR 05,Kp Bubulak RT 01 RW 10,Ciaruten Ilir,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
69964716,SMP ADZKIA KHARISMA,Jl. KH Abdul Hamid KM. 4 Cemplang Rt 002/002,Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
69971425,SMP AS SYAROFAH ISLAMIC BOARDING SCHOOL,KH. Abdul Hamid KM 04 Kp Bantar Karet RT003/003,Situ Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
69908471,SMP ASH SHOLIHIN,Kp.CIBEUREUM RT 2 RW 9 CIBUNGBULANG BOGOR,Cibatok 2,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20200637,SMP BUMI SEJAHTERA,Jl Cibungbulang Bogor 18 Bogor,Cimanggu 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20231069,SMP ISLAM NURUL IHSAN,Jl. Gardu Seri Kp.Ciaruteun,Cimanggu 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
70038846,SMP ISLAM QURANI AL BAHJAH BOGOR,Jl. KH Abdul Hamid,Sukamaju,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
69969116,SMP ISLAM TERPADU AL BAKRIATUL MUDASSIRIN,Kp Muara Jaya RT01/05,Ciaruten Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20246462,SMP IT CINTA ROSUL,Kp. Cijujung Rt. 02 Rw. 02,Cijujung,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20271027,SMP IT RAHMATAN LIL ALAMIN,Jl. Raya Bogor Leuwiliang KM.16,Leuweung Kolot,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20268237,SMP NEGERI 3 CIBUNGBULANG,Kp. Cikaung Bobojong RT. 001 RW. 004,Cijujung,NEGERI,Cibungbulang,Kab. Bogor,dikdas,,
20200707,SMP PGRI CIBUNGBULANG,Jl.Raya Cibungbulang Km 20,Dukuh,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
70043902,SMP TAHFIDZ GAZA INDONESIA,Kp. Malang Nengah Rt 003/009,Situ Udik,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20200620,SMPS AULIA,Jl Kh Abdul Hamid Km 03,Situ Ilir,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20257273,SMPS BINA MANDIRI CIBUNGBULANG,Kp Dukuh Ilir RT 03/03,Dukuh,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20271215,SMPS GEMA AKBAR SENTOSA (GAS),Jl. Raya Cemplang KM. 18 Cibungbulang Bogor,Cemplang,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20200581,SMPS MULIA,"Kp Bojong Neros, RT.004/ RW.004",Sukamaju,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
20231140,SMPS PLUS AL HIDAYAH,"Jl. Kelurahan, Desa Cibatok I, Cibungbulang",Cibatok 1,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
69726936,SMPS TAHFIZH AL BASYIR,JL. KAPTEN DASUKI BAKRI KP. CIBEUREUM RT.002/06,Cibatok 2,SWASTA,Cibungbulang,Kab. Bogor,dikdas,,
69993213,MI BAHRUL ULLUM,JL. ABDUL FATAH NO.18,Cinangka,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706643,MIS AL IKHLAS,Kp.Cicadas RT 02/01 Ds. Cicadas Kec. Ciampea Kab. Bogor,Cicadas,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706663,MIS AL ITTIHAD,JALAN WARUNG BORONG RT 03 RW 02 BOJONG RANGKAS,Bojong Rangkas,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706662,MIS AZ ZEIN,Kp. Pulekan Rt.01/01 Desa Tegalwaru,Tegal Waru,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706647,MIS MANBAUL ULUM,Jln. Letnan Sukarna Kp.Gedong Ds.Benteng,Benteng,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706648,MIS MANBAUL ULUM II,Jln. Purnawarman Kp. Pabuaran,Ciampea,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706650,MIS MATHLAUL ANWAR,Kp.Cibuntumalang Ds.Cicadas,Cibuntu,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706649,MIS MATHLAUL ANWAR,Jl. Manungal 51 Ds.Tegalwaru,Kec. Ciampea,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706651,MIS MATHLAUL ANWAR,Kp.Nagrog Ds.Cibuntu,Kec. Ciampea,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706654,MIS NURUL IKHSAN,Kp.Babakan Panday RT 03/07,Kec. Ciampea,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706655,MIS NURUL UMMAH,Kp.Cikarawang RT.05/04,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706656,MIS NURUSSALAM,Kp.Pasir Eurih Ds.Cinangka,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706659,MIS P U I,Kp.Pasar Salasa Ds.Ciampea Udik,Kec. Ciampea,SWASTA,Ciampea,Kab. Bogor,dikdas,,
60706660,MIS TARBIYATUL FALAH,Kp.Bab.Nyamplung Ds.Cinangka,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20280526,MTSS AL HIDAYAH,Jl. Siliwangi No. 04 Kp. Kebon Kopi Rt 02/02,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20280529,MTSS DARUT TAFSIR,Kp.pabuaran Kaum Rt/rw.03/02,Cibuntu,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20280531,MTSS MIFTAAHUSH SHUDUUR,Jl. Cibuntu Kebon Jeruk Rt. 03/04,Cibuntu,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20280532,MTSS NURUL HIDAYAH,Jl.raya Bojongrangkas No. 13 Rt.01 Rw. 05,Bojong Rangkas,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20280535,MTSS TARBIYATUL FALAH,Jalan Abdul Fatah Km 4 Kp.babakan Nyamplung Rt 001 Rw 005,Cinangka,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20201452,SD N BENTENG 01,Jl. Kp Benteng,Benteng,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201440,SD N BOJONGJENGKOL 01,Jl Abdul Fatah Kp Kondang Rt04/03,Bojong Jengkol,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201394,SD N CIAMPEA UDIK 02,Pasar Salasa Rt02/01,Ciampea Udik,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201002,SD N CIBUNTU 01,Jl. H. Jaili Cibuntu RT 02 RW 02,Cibuntu,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201136,SD N CIHIDEUNG ILIR 05,Kp.cibanteng,Cibanteng,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201150,SD N CIHIDEUNG ILIR 06,Jl. Cibanteng Proyek Kp. Jemser Rt. 02/03,Cihideung Ilir,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201805,SD N CINANGKA 01,Kp.pasir Oray,Cinangka,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201793,SD N CINANGKA 04,Jl Bayangkara RT 03 Rw 06,Cinangka,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20200947,SD N TEGALWARU 02,Jl. bhayangkara RT 05 RW 03,Tegal Waru,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201451,SD NEGERI BENGLE,"Jl. Cikiray, Kp Cikiray Rt 01/07",Bojong Jengkol,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201441,SD NEGERI BOJONGJENGKOL 02,Jl.Abdul Fatah,Bojong Jengkol,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201442,SD NEGERI BOJONGJENGKOL 03,Kp. Petir Rt 01/ Rw 05,Bojong Jengkol,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201464,SD NEGERI BOJONGRANGKAS 01,Jln. Raya Warungborong Km. 14 RT 03 RW 02,Bojong Rangkas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201478,SD NEGERI BOJONGRANGKAS 02,Jl Raya Warung Borong km 14,Bojong Rangkas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201476,SD NEGERI BOJONGRANGKAS 03,Kp.Bojongrangkas RT 04/05,Bojong Rangkas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201480,SD NEGERI BOJONGRANGKAS 05,Kp Sindang Sari Rt 02/07,Bojong Rangkas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20230434,SD NEGERI CIAMPEA 01,Jl. Letnan Sukarna Kp.Gedong Rt.04 Rw.01,Ciampea,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201389,SD NEGERI CIAMPEA 02,Jln Let Sukarna Ciampea,Ciampea,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201392,SD NEGERI CIAMPEA 05,"Jl. Batu Tulis, Kp. Rahayu Rt.02/04 Desa Ciampea Kec. Ciampea",Ciampea,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201032,SD NEGERI CIBADAK 01,Kp. Cibadak Rt. 04/02,Cibadak,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20200994,SD NEGERI CICADAS 01,Kp.Cicadas Rt.03/01,Cicadas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201134,SD NEGERI CIHIDEUNG ILIR 03,Jl.Cibanteng Rt04 Rw03,Cibanteng,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201151,SD NEGERI CIHIDEUNG UDIK 01,Babakan Kemang Rt01/04,Cihideung Udik,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201152,SD NEGERI CIHIDEUNG UDIK 02,Kp. Cihideung Udik Rt 01/09 Desa Cihideung Udik,Cihideung Udik,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201166,SD NEGERI CIHIDEUNG UDIK 03,Jln. Situdaun,Cihideung Udik,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201557,SD NEGERI GUNUNG LEUTIK,Kp. Gunung Leutik RT 005 RW 004,Benteng,NEGERI,Ciampea,Kab. Bogor,dikdas,,
69753494,SD TUNAS CENDEKIA,Jl.Raya Ciampea KM.15 Desa Cibadak,Cibadak,SWASTA,Ciampea,Kab. Bogor,dikdas,,
70029898,SDIT ASSAIDAH,Kp. Cibuntu Lebak Rt 01/05,Cibuntu,SWASTA,Ciampea,Kab. Bogor,dikdas,,
70034549,SDIT ATHALLA CENDEKIA,Kp Cibanteng Proyek,Cihideung Ilir,SWASTA,Ciampea,Kab. Bogor,dikdas,,
69986953,SDIT NUR FATIHAH,KP CIBADAK RT 002/002,Cibadak,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20201033,SDN CIBADAK 02,Kp.Cibadak Reuma Rt 05 Rw 07,Cibadak,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201004,SDN CIBUNTU 03,Jl. H Jaili Rt 03/03,Cibuntu,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20230454,SDN CICADAS 03,Kp.Sukajaya,Cicadas,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201167,SDN CIHIDEUNG UDIK 04,Kp. Cinangneng,Cihideung Udik,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20201828,SDN DUKUH,Jl.H.Saderin Kp. Dukuh Rt 04/ Rw 04,Cibadak,NEGERI,Ciampea,Kab. Bogor,dikdas,,
20200946,SDN TEGALWARU 01,Jl Situ hyang,Tegal Waru,NEGERI,Ciampea,Kab. Bogor,dikdas,,
70002091,SMP ADHI BANGSA,Kp. Cihideung Udik RT001/011,Cihideung Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
70061718,SMP AL IHSAN AL ISLAMY,Jl Bojong Rangkas - Ciampea,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,0.0,0.0
20269554,SMP BUMI SEJAHTERA CIAMPEA,Jl.Raya Cicadas Kec.Ciampea Kab. Bogor,Cicadas,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20253283,SMP CIPTA INSANI,Jl.Aki Mena Rt. 01/04 Kp. Cinangka Wates,Cinangka,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20200585,SMP PGRI CIAMPEA,Jalan Raya Warung Borong Km 14,Bojong Rangkas,SWASTA,Ciampea,Kab. Bogor,dikdas,,
20230967,SMP PLUS DARUSOLIHIN,"Jl. Cibanteng Proyek, Cihideung Ilir, Ciampea",Cihideung Ilir,SWASTA,Ciampea,Kab. Bogor,dikdas,,
69888998,SMP TERPADU AL-ITTIHADIYAH,Kp Pasar Salasa Rt 03/01 Desa Ciampea Udik,Ciampea Udik,SWASTA,Ciampea,Kab. Bogor,dikdas,,
70048759,MI AL-FATAH,Kp. Cibeureum RT.003/002,Neglasari,SWASTA,Dramaga,Kab. Bogor,dikdas,,
69726175,MIS AL BAYYINAH,Kp.Manggis Rt.02/04,Petir,SWASTA,Dramaga,Kab. Bogor,dikdas,,
20201488,SD N CANGKRANG,Kp Cangkrang Rt03 Rw01,Cikarawang,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201138,SD N CIHERANG 01,Jl Raya Ciherang Gede Rt 02/01 No. 99,Ciherang,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201765,SD N CILUBANG 06,Kp Cibeureum Udik,Sukawening,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200337,SD N MANGGIS,Jl. Raya Sinarsari Kp. Manggis RT 005 RW 004,Dramaga,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200504,SD N NEGLASARI 03,Kp.Cibeureum tengah Desa Sinarsari,Sinar Sari,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200115,SD N PETIR 01,Jl Raya Petir,Petir,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200117,SD N PETIR 03,Kp Cibeureum,Petir,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200101,SD N PURWASARI 01,Jl.h. Mustopa No.03,Purwasari,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20230584,SD N SITUKAUM,Jl Ciherang Tengah Rt 01/11,Ciherang,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201365,SD NEGERI BABAKAN DARMAGA 01,Jl Raya Babakan Rt 02/01,Babakan,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201367,SD NEGERI BABAKAN DRAMAGA 03,Jl. Raya Babakan RT 02 RW 01 Kampus IPB,Babakan,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201384,SD NEGERI CARANGPULANG 02,Kp.carangpulang,Cikarawang,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20201767,SD NEGERI CILUBANG 04,Kp Kuripan Rt 01/06,Sukadamai,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200503,SD NEGERI NEGLASARI 02,Jl. KH. Tubagus Asik RT 003 RW 003,Neglasari,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200166,SD NEGERI PASIR ANDONG,Jl Kampung Pasir Andong Rt03/07,Petir,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200119,SD NEGERI PETIR 05,Kp. Babakan Rt. 06/02,Petir,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200296,SD NEGERI SINARSARI,"JL.KECIPIR III,KOMPLEK ALAM SINARSARI",Sinar Sari,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200261,SD NEGERI SITULEUTIK,Dramaga Setuleutik Rt. 02/06,Dramaga,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20200934,SD NEGERI TENJOSARI,Dramaga Tanjakan  Rt 03/ Rw 05,Dramaga,NEGERI,Dramaga,Kab. Bogor,dikdas,,
70037822,SDIT SUWARNA,KP. RANDUSARI NO. 20,Sinar Sari,SWASTA,Dramaga,Kab. Bogor,dikdas,,
70026708,SMP ISLAM TERPADU DARUL HIJRI,Jl. Ciherang Gede RT. 002 RW 002,Ciherang,SWASTA,Dramaga,Kab. Bogor,dikdas,,
20256643,SMP IT NURUL FAJAR,KP. CARANG PULANG RT.4/4 DS CIKARAWANG,Cikarawang,SWASTA,Dramaga,Kab. Bogor,dikdas,,
20200897,SMP NEGERI 1 DRAMAGA,Jl. Babakan Dramaga No. 122,Babakan,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20254670,SMP NEGERI 2 DRAMAGA,Jalan Raya Dramaga KM.07 Bogor,Dramaga,NEGERI,Dramaga,Kab. Bogor,dikdas,,
20269429,SMP NURUL IMAN,Kp. Cisasah,Purwasari,SWASTA,Dramaga,Kab. Bogor,dikdas,,
20231124,SMP PGRI PETIR,Jl.raya Petir,Petir,SWASTA,Dramaga,Kab. Bogor,dikdas,,
20200737,SMP TAMAN MANGGAH DUA,Jl Raya Ciherang Klapa Tujuh Kp. Manggah Dua,Sukawening,SWASTA,Dramaga,Kab. Bogor,dikdas,,
